serial_number,hsc_code,country_origin,make,model,year,engine_cc,description,cif_usd,database_month
2915,8703.21.90,IT,Fiat,Panda,2013,1200,"Fiat Panda (Petrol), model ZFA31, 2013",4628.79,"October 2025"
2916,8703.21.90,IT,Fiat,Panda,2014,900,"Fiat Panda (Petrol), Model ZFA31, 2014",4989.84,"October 2025"
2917,8704.22.90,IT,Fiat,Truck,1990,,"Fiat Truck (Diesel), Model TM69, 1990 as below",5880.68,"October 2025"
2918,8704.22.90,IT,Unknown,Unknown,2012,4400,"Fiori DB460B (7 Ton) Concrete Mixer Truck, 2012",46255.92,"October 2025"
2919,8704.22.90,IT,Unknown,Unknown,2013,4400,"Fiori DB460B (7 Ton) Concrete Mixer Truck, 2013",52037.91,"October 2025"
2920,8704.22.90,IT,Unknown,Unknown,2014,4400,"Fiori DB460B (7 Ton) Concrete Mixer Truck, 2014",58802.84,"October 2025"
2923,8704.22.90,IT,Unknown,Unknown,2017,4400,"Fiori DBX35 (6.3 Ton) Concrete Mixer Truck, 2017",54745.72,"October 2025"
2924,8704.22.90,IT,Unknown,Unknown,2018,4400,"Fiori DBX35 (6.3 Ton) Concrete Mixer Truck, 2018",55862.98,"October 2025"
2925,8701.20.90,GB,Foden,Tractor,1999,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 1999",6370.02,"October 2025"
2926,8701.20.90,GB,Foden,Tractor,2000,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 2000",7839.08,"October 2025"
2927,8701.20.90,GB,Foden,Tractor,2001,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 2001",8206.35,"October 2025"
2928,8701.20.90,GB,Foden,Tractor,2002,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 2002",10997.56,"October 2025"
2929,8701.20.90,GB,Foden,Tractor,2003,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 2003",13201.16,"October 2025"
2930,8701.20.90,GB,Foden,Tractor,2004,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 2004",15615.31,"October 2025"
2931,8701.20.90,GB,Foden,Tractor,2005,11000,"Foden D 3000 Tractor Unit, 6 x 2 Traction, 2005",19811.93,"October 2025"
2932,8704.22.90,DE,Foden,Flatbed,1990,9860,"Foden Flatbed Truck, 1990 and below",4349.6,"October 2025"
2933,8704.22.90,DE,Foden,Flatbed,1991,9860,"Foden Flatbed Truck, 1991",4894.82,"October 2025"
2934,8704.22.90,DE,Foden,Flatbed,1992,9860,"Foden Flatbed Truck, 1992",5013.03,"October 2025"
2935,8704.22.90,DE,Foden,Flatbed,1993,9860,"Foden Flatbed Truck, 1993",5376.87,"October 2025"
2936,8704.22.90,DE,Foden,Flatbed,1994,9860,"Foden Flatbed Truck, 1994",5810.95,"October 2025"
2937,8701.20.90,GB,Foden,S106TS,2000,11500,"Foden S106TS Tractor Unit, 6 x 4 Traction, 2000",8115.28,"October 2025"
2938,8701.20.90,GB,Foden,S106TS,2001,11500,"Foden S106TS Tractor Unit, 6 x 4 Traction, 2001",9010.93,"October 2025"
2939,8701.20.90,GB,Foden,S106TS,2002,11500,"Foden S106TS Tractor Unit, 6 x 4 Traction, 2002",10072.7,"October 2025"
2940,8701.20.90,GB,Foden,S106TS,2003,11500,"Foden S106TS Tractor Unit, 6 x 4 Traction, 2003",12448.74,"October 2025"
2941,8701.20.90,GB,Foden,S106TS,2004,11500,"Foden S106TS Tractor Unit, 6 x 4 Traction, 2004",14938.41,"October 2025"
2942,8701.20.90,GB,Foden,S108R,1997,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 1997",10701.63,"October 2025"
2943,8701.20.90,GB,Foden,S108R,1998,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 1998",12343.21,"October 2025"
2944,8701.20.90,GB,Foden,S108R,1999,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 1999",13786.66,"October 2025"
2945,8701.20.90,GB,Foden,S108R,2000,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 2000",15170.12,"October 2025"
2946,8701.20.90,GB,Foden,S108R,2001,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 2001",17219.26,"October 2025"
2947,8701.20.90,GB,Foden,S108R,2002,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 2002",18738.38,"October 2025"
2948,8701.20.90,GB,Foden,S108R,2003,10500,"Foden S108R Dump Truck, 8 x 4 Traction (20 Ton), 2003",23774.32,"October 2025"
2949,8701.20.90,GB,Foden,Tractor,1999,10800,"Foden Tractor Unit, 8 x 4 Traction, 1999",7644.02,"October 2025"
2950,8701.20.90,GB,Foden,Tractor,2000,10800,"Foden Tractor Unit, 8 x 4 Traction, 2000",9406.9,"October 2025"
2951,8701.20.90,GB,Foden,Tractor,2001,10800,"Foden Tractor Unit, 8 x 4 Traction, 2001",9847.62,"October 2025"
2952,8701.20.90,GB,Foden,Tractor,2002,10800,"Foden Tractor Unit, 8 x 4 Traction, 2002",13197.08,"October 2025"
2953,8701.20.90,GB,Foden,Tractor,2003,10800,"Foden Tractor Unit, 8 x 4 Traction, 2003",15841.39,"October 2025"
2954,8701.20.90,GB,Foden,Tractor,2004,10800,"Foden Tractor Unit, 8 x 4 Traction, 2004",18738.38,"October 2025"
2955,8701.20.90,GB,Foden,Tractor,2005,10800,"Foden Tractor Unit, 8 x 4 Traction, 2005",23774.32,"October 2025"
2956,8704.21.90,US,Unknown,Unknown,2018,2600,"Force Traveller Panel Van, Model MCI, 2018",28607.96,"October 2025"
2957,8703.23.90,JP,Ford,Ambulance,2013,6800,"Ford Ambulance, Model E350, 2013",6684.98,"October 2025"
2958,8703.23.90,JP,Ford,Ambulance,2014,6800,"Ford Ambulance, Model E350, 2014",7036.82,"October 2025"
2959,8703.23.90,JP,Ford,Ambulance,2015,6800,"Ford Ambulance, Model E350, 2015",8444.18,"October 2025"
2960,8703.23.90,GB,Ford,BMax,2015,1600,"Ford B-Max Titanium Auto, 2015",9985.98,"October 2025"
2961,8704.23.90,US,Ford,Bulldozer,1995,11000,"Ford Bulldozer Truck, Model FD116648 4x 2 Traction, 1995",11524.81,"October 2025"
2962,8703.22.90,GB,Ford,Max,2010,2000,"Ford C - Max Zetec Auto, 2010",6164.93,"October 2025"
2966,8703.23.90,GB,Ford,CMax,2014,2000,"Ford C-Max Titanium TDCI, , 2014",6143.45,"October 2025"
2967,8703.23.90,GB,Ford,CMax,2015,2000,"Ford C-Max Titanium TDCI, , 2015",6826.06,"October 2025"
2968,8703.23.90,GB,Ford,CMax,2016,2000,"Ford C-Max Titanium TDCI, , 2016",8875.36,"October 2025"
2969,8704.21.90,US,Ford,E450,2010,8000,"Ford E450 Super Duty Mobile Kitchen (4 Ton) 2010",7267.77,"October 2025"
2970,8704.21.90,US,Ford,E450,2011,8000,"Ford E450 Super Duty Mobile Kitchen (4 Ton) 2011",8721.33,"October 2025"
2971,8704.21.90,US,Ford,E450,2012,8000,"Ford E450 Super Duty Mobile Kitchen (4 Ton) 2012",10465.59,"October 2025"
2972,8703.23.90,US,Ford,Ecosport,2013,1000,"Ford Ecosport Hatchback, 2013",8215.62,"October 2025"
2973,8703.23.90,US,Ford,Ecosport,2014,1000,"Ford Ecosport Hatchback, 2014",10092.88,"October 2025"
2974,8703.23.90,US,Ford,Ecosport,2015,1000,"Ford Ecosport Hatchback, 2015",11574.11,"October 2025"
2975,8703.23.90,US,Ford,Ecosport,2011,1500,"Ford Ecosport Station Wagon, 2011",6358.37,"October 2025"
2976,8703.23.90,US,Ford,Ecosport,2012,1500,"Ford Ecosport Station Wagon, 2012",6994.18,"October 2025"
2977,8703.23.90,US,Ford,Ecosport,2013,1500,"Ford Ecosport Station Wagon, 2013",8626.4,"October 2025"
2978,8703.23.90,US,Ford,Ecosport,2014,1500,"Ford Ecosport Station Wagon, 2014",10597.53,"October 2025"
2979,8703.23.90,US,Ford,Ecosport,2015,1500,"Ford Ecosport Station Wagon, 2015",12152.82,"October 2025"
2980,8703.23.90,US,Ford,Ecosport,2016,1500,"Ford Ecosport Station Wagon, 2016",13513.21,"October 2025"
2981,8703.23.90,US,Ford,Ecosport,2017,1500,"Ford Ecosport Station Wagon, 2017",15408.49,"October 2025"
2982,8703.23.90,US,Ford,Ecosport,2018,1500,"Ford Ecosport Station Wagon, 2018",16716.08,"October 2025"
2983,8704.21.90,TH,Ford,Edge,2010,3500,"Ford Edge Grey Station Wagon, 2010",7244.33,"October 2025"
2984,8704.21.90,TH,Ford,Edge,2011,3500,"Ford Edge Grey Station Wagon, 2011",7938.38,"October 2025"
2985,8704.21.90,TH,Ford,Edge,2012,3500,"Ford Edge Grey Station Wagon, 2012",8494.13,"October 2025"
2986,8704.21.90,TH,Ford,Edge,2013,3500,"Ford Edge Grey Station Wagon, 2013",9445.93,"October 2025"
2987,8704.21.90,TH,Ford,Edge,2014,3500,"Ford Edge Grey Station Wagon, 2014",10151.57,"October 2025"
2988,8704.21.90,TH,Ford,Edge,2015,3500,"Ford Edge Grey Station Wagon, 2015",11130.44,"October 2025"
2989,8704.21.90,US,Ford,Edge,2010,2000,"Ford Edge Station Wagon, 2.0L, 2010",4855.57,"October 2025"
2990,8704.21.90,US,Ford,Edge,2011,2000,"Ford Edge Station Wagon, 2.0L, 2011",5709.17,"October 2025"
2991,8704.21.90,US,Ford,Edge,2012,2000,"Ford Edge Station Wagon, 2.0L, 2012",7027.16,"October 2025"
2992,8704.21.90,US,Ford,Edge,2013,2000,"Ford Edge Station Wagon, 2.0L, 2013",8276.47,"October 2025"
2993,8704.21.90,US,Ford,Edge,2014,2000,"Ford Edge Station Wagon, 2.0L, 2014",9470.11,"October 2025"
2994,8704.21.90,US,Ford,Edge,2015,2000,"Ford Edge Station Wagon, 2.0L, 2015",10840.04,"October 2025"
2995,8704.21.90,US,Ford,Edge,2016,2000,"Ford Edge Station Wagon, 2.0L, 2016",12288.6,"October 2025"
2996,8704.21.90,US,Ford,Edge,2017,2000,"Ford Edge Station Wagon, 2.0L, 2017",13383.77,"October 2025"
2997,8703.23.90,US,Ford,Escape,2010,2500,"Ford Escape Station Wagon 4WD, Model XLT, 2010",6435.59,"October 2025"
2998,8703.23.90,US,Ford,Escape,2011,2500,"Ford Escape Station Wagon 4WD, Model XLT, 2011",7079.15,"October 2025"
2999,8703.23.90,JP,Ford,Escape,2010,1300,"Ford Escape Pickup, 2010",3575.61,"October 2025"
3000,8703.23.90,JP,Ford,Escape,2011,1300,"Ford Escape Pickup, 2011",4768.0,"October 2025"
3001,8703.23.90,JP,Ford,Escape,2012,1300,"Ford Escape Pickup, 2012",5558.11,"October 2025"
3002,8703.23.90,JP,Ford,Escape,2010,2300,"Ford Escape Station Wagon, LFACTF, 2010",2667.25,"October 2025"
3003,8703.23.90,JP,Ford,Escape,2011,2300,"Ford Escape Station Wagon, LFACTF, 2011",3754.39,"October 2025"
3004,8703.23.90,JP,Ford,Escape,2012,2300,"Ford Escape Station Wagon, LFACTF, 2012",2766.4,"October 2025"
3005,8703.23.90,JP,Ford,Escape,2013,2300,"Ford Escape Station Wagon, LFACTF, 2013",5836.01,"October 2025"
3006,8703.23.90,JP,Ford,Escape,2010,2300,"Ford Escape Station Wagon, LFAL3P, 2010",2667.25,"October 2025"
3007,8703.23.90,JP,Ford,Escape,2011,2300,"Ford Escape Station Wagon, LFAL3P, 2011",3754.39,"October 2025"
3008,8703.23.90,JP,Ford,Escape,2012,2300,"Ford Escape Station Wagon, LFAL3P, 2012",5006.4,"October 2025"
3009,8703.23.90,JP,Ford,Escape,2013,2300,"Ford Escape Station Wagon, LFAL3P, 2013",5836.01,"October 2025"
3010,8704.21.90,TH,Ford,Everest,2018,2000,"Ford Everest 2.0 Station Wagon, 2018",28154.68,"October 2025"
3011,8704.21.90,TH,Ford,Everest,2019,2000,"Ford Everest 2.0 Station Wagon, 2019",26528.74,"October 2025"
3012,8704.21.90,TH,Ford,Everest,2010,2200,"Ford Everest 2.2 Station Wagon, 2010",9039.28,"October 2025"
3013,8704.21.90,TH,Ford,Everest,2011,2200,"Ford Everest 2.2 Station Wagon, 2011",9905.28,"October 2025"
3014,8704.21.90,TH,Ford,Everest,2012,2200,"Ford Everest 2.2 Station Wagon, 2012",10598.74,"October 2025"
3015,8704.21.90,TH,Ford,Everest,2013,2200,"Ford Everest 2.2 Station Wagon, 2013",11786.37,"October 2025"
3016,8704.21.90,TH,Ford,Everest,2014,2200,"Ford Everest 2.2 Station Wagon, 2014",12666.84,"October 2025"
3017,8704.21.90,TH,Ford,Everest,2015,2200,"Ford Everest 2.2 Station Wagon, 2015",13888.24,"October 2025"
3018,8704.21.90,TH,Ford,Everest,2016,2200,"Ford Everest 2.2 Station Wagon, 2016",15265.45,"October 2025"
3019,8704.21.90,TH,Ford,Everest,2017,2200,"Ford Everest 2.2 Station Wagon, 2017",16637.58,"October 2025"
3020,8704.21.90,TH,Ford,Everest,2010,2500,"Ford Everest 2.5 Station Wagon, 2010",9220.06,"October 2025"
3021,8704.21.90,TH,Ford,Everest,2011,2500,"Ford Everest 2.5 Station Wagon, 2011",10103.39,"October 2025"
3022,8704.21.90,TH,Ford,Everest,2012,2500,"Ford Everest 2.5 Station Wagon, 2012",10810.71,"October 2025"
3023,8704.21.90,TH,Ford,Everest,2013,2500,"Ford Everest 2.5 Station Wagon, 2013",12022.1,"October 2025"
3024,8704.21.90,TH,Ford,Everest,2014,2500,"Ford Everest 2.5 Station Wagon, 2014",12920.18,"October 2025"
3025,8704.21.90,TH,Ford,Everest,2015,2500,"Ford Everest 2.5 Station Wagon, 2015",14166.01,"October 2025"
3026,8704.21.90,TH,Ford,Everest,2023,3000,"Ford Everest 3.0 (Diesel) Station Wagon, 2023",35761.34,"October 2025"
3027,8704.21.90,TH,Ford,Everest,2024,3000,"Ford Everest 3.0 (Diesel) Station Wagon, 2024",37451.26,"October 2025"
3028,8704.21.90,TH,Ford,Everest,2013,3200,"Ford Everest 3.2 Station Wagon, 2013",14777.12,"October 2025"
3029,8704.21.90,TH,Ford,Everest,2014,3200,"Ford Everest 3.2 Station Wagon, 2014",16419.02,"October 2025"
3030,8704.21.90,TH,Ford,Everest,2015,3200,"Ford Everest 3.2 Station Wagon, 2015",18243.36,"October 2025"
3031,8704.21.90,TH,Ford,Everest,2016,3200,"Ford Everest 3.2 Station Wagon, 2016",20270.4,"October 2025"
3032,8704.21.90,TH,Ford,Everest,2017,3200,"Ford Everest 3.2 Station Wagon, 2017",23310.96,"October 2025"
3033,8704.21.90,TH,Ford,Everest,2018,3200,"Ford Everest 3.2 Station Wagon, 2018",26807.6,"October 2025"
3034,8704.21.90,TH,Ford,Everest,2019,3200,"Ford Everest 3.2 Station Wagon, 2019",30828.74,"October 2025"
3035,8703.24.90,US,Ford,Expedition,2009,4600,"Ford Expedition Station Wagon, 2009",13880.93,"October 2025"
3036,8703.24.90,US,Ford,Expedition,2014,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2014",18770.25,"October 2025"
3037,8703.24.90,US,Ford,Expedition,2015,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2015",19758.16,"October 2025"
3038,8703.24.90,US,Ford,Expedition,2016,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2016",20798.06,"October 2025"
3039,8703.24.90,US,Ford,Expedition,2017,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2017",21892.7,"October 2025"
3040,8703.24.90,US,Ford,Expedition,2018,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2018",23044.95,"October 2025"
3041,8703.24.90,US,Ford,Expedition,2019,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2019",25605.5,"October 2025"
3042,8703.24.90,US,Ford,Expedition,2020,3500,"Ford Expedition Station Wagon,3.5L V6,Model XLT, 2020",28350.55,"October 2025"
3043,8703.24.90,US,Ford,Expedition,2011,5400,"Ford Expedition Station Wagon,Model XLT, 2011",14440.48,"October 2025"
3044,8703.24.90,US,Ford,Explorer,2010,3000,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2010",7704.16,"October 2025"
3045,8703.24.90,US,Ford,Explorer,2011,3000,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2011",9244.99,"October 2025"
3046,8703.24.90,US,Ford,Explorer,2012,3000,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2012",10091.28,"October 2025"
3047,8703.24.90,US,Ford,Explorer,2013,3000,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2013",11096.54,"October 2025"
3048,8703.24.90,US,Ford,Explorer,2014,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2014",12161.26,"October 2025"
3049,8703.24.90,US,Ford,Explorer,2015,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2015",13377.39,"October 2025"
3050,8703.24.90,US,Ford,Explorer,2016,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2016",14982.67,"October 2025"
3051,8703.24.90,US,Ford,Explorer,2017,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2017",17230.07,"October 2025"
3052,8703.24.90,US,Ford,Explorer,2018,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2018",22679.08,"October 2025"
3053,8703.24.90,US,Ford,Explorer,2019,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2019",27214.9,"October 2025"
3054,8703.24.90,US,Ford,Explorer,2020,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2020",33800.73,"October 2025"
3055,8703.24.90,US,Ford,Explorer,2021,3500,"Ford Explorer Jeep, 4WD Station Wagon (Petrol) 2021",42661.11,"October 2025"
3056,8703.24.90,US,Ford,Explorer,2010,4000,"Ford Explorer Sport Trac Double Cabin Pickup (Petrol), 2010",10618.78,"October 2025"
3057,8703.24.90,US,Ford,Explorer,2011,4000,"Ford Explorer Sport Trac Double Cabin Pickup (Petrol), 2011",11366.88,"October 2025"
3058,8703.24.90,US,Ford,Explorer,2012,4000,"Ford Explorer Sport Trac Double Cabin Pickup (Petrol), 2012",12418.29,"October 2025"
3059,8703.24.90,US,Ford,Explorer,2015,2300,"Ford Explorer Station Wagon (Petrol), 2015",16220.08,"October 2025"
3060,8703.24.90,US,Ford,Explorer,2016,2300,"Ford Explorer Station Wagon (Petrol), 2016",18166.49,"October 2025"
3061,8703.24.90,US,Ford,Explorer,2017,2300,"Ford Explorer Station Wagon (Petrol), 2017",21106.84,"October 2025"
3062,8703.24.90,US,Ford,Explorer,2018,2300,"Ford Explorer Station Wagon (Petrol), 2018",24906.07,"October 2025"
3063,8703.24.90,US,Ford,Explorer,2019,2300,"Ford Explorer Station Wagon (Petrol), 2019",29887.29,"October 2025"
3064,8703.24.90,US,Ford,Explorer,2020,2300,"Ford Explorer Station Wagon (Petrol), 2020",36462.49,"October 2025"
3065,8703.24.90,US,Ford,Explorer,2021,2300,"Ford Explorer Station Wagon (Petrol), 2021",45578.11,"October 2025"
3066,8703.24.90,US,Ford,Explorer,2010,4000,"Ford Explorer, 4WD Station Wagon (Petrol) 2010",8452.36,"October 2025"
3067,8703.24.90,US,Ford,Explorer,2010,4600,"Ford Explorer, 4WD Station Wagon (Petrol) 2010",8286.63,"October 2025"
3068,8703.24.90,US,Ford,Explorer,2011,4000,"Ford Explorer, 4WD Station Wagon (Petrol) 2011",9412.27,"October 2025"
3069,8703.24.90,US,Ford,Explorer,2011,3500,"Ford Explorer, 4WD Station Wagon (Petrol) 2011",9227.72,"October 2025"
3070,8703.24.90,US,Ford,Explorer,2011,4600,"Ford Explorer, 4WD Station Wagon (Petrol) 2011",9881.02,"October 2025"
3071,8703.24.90,US,Ford,Explorer,2012,4600,"Ford Explorer, 4WD Station Wagon (Petrol) 2012",14164.92,"October 2025"
3072,8703.24.90,US,Ford,Explorer,2012,4000,"Ford Explorer, 4WD Station Wagon (Petrol) 2012",13887.18,"October 2025"
3073,8703.24.90,US,Ford,Explorer,2012,3500,"Ford Explorer, 4WD Station Wagon (Petrol) 2012",10869.13,"October 2025"
3074,8703.24.90,US,Ford,Explorer,2013,4600,"Ford Explorer, 4WD Station Wagon (Petrol) 2013",14292.84,"October 2025"
3075,8703.24.90,US,Ford,Explorer,2013,4000,"Ford Explorer, 4WD Station Wagon (Petrol) 2013",14012.59,"October 2025"
3076,8703.24.90,US,Ford,Explorer,2013,3500,"Ford Explorer, 4WD Station Wagon (Petrol) 2013",12173.42,"October 2025"
3077,8703.24.90,US,Ford,Explorer,2014,4600,"Ford Explorer, 4WD Station Wagon (Petrol) 2014",14903.51,"October 2025"
3078,8703.24.90,US,Ford,Explorer,2014,4000,"Ford Explorer, 4WD Station Wagon (Petrol) 2014",14611.28,"October 2025"
3079,8703.24.90,US,Ford,Explorer,2014,3500,"Ford Explorer, 4WD Station Wagon (Petrol) 2014",13999.43,"October 2025"
3080,8704.21.90,US,Ford,F150,2011,4999,"Ford F-150 FX4 Double Cabin , 2011",15584.59,"October 2025"
3081,8704.21.90,US,Ford,F150,2012,4999,"Ford F-150 FX4 Double Cabin , 2012",17316.21,"October 2025"
3082,8704.21.90,US,Ford,F150,2013,4999,"Ford F-150 FX4 Double Cabin , 2013",19240.24,"October 2025"
3083,8704.21.90,US,Ford,F150,2014,4999,"Ford F-150 FX4 Double Cabin , 2014",21378.04,"October 2025"
3084,8704.21.90,US,Ford,F150,2015,4999,"Ford F-150 FX4 Double Cabin , 2015",23753.38,"October 2025"
3085,8704.21.90,US,Ford,F150,2016,4999,"Ford F-150 FX4 Double Cabin , 2016",27078.85,"October 2025"
3086,8704.21.90,US,Ford,F150,2017,4999,"Ford F-150 FX4 Double Cabin , 2017",29786.74,"October 2025"
3087,8704.21.90,US,Ford,F150,2018,4999,"Ford F-150 FX4 Double Cabin , 2018",32765.41,"October 2025"
3088,8704.21.90,US,Ford,F150,2019,4999,"Ford F-150 FX4 Double Cabin , 2019",36041.95,"October 2025"
3089,8704.21.90,US,Ford,F150,2020,4999,"Ford F-150 FX4 Double Cabin , 2020",39646.15,"October 2025"
3090,8704.21.90,US,Ford,F150,2017,3400,"Ford F-150 Double Cabin Pickup, 2017",35863.23,"October 2025"
3091,8704.21.90,US,Ford,F150,2018,3400,"Ford F-150 Double Cabin Pickup, 2018",37656.39,"October 2025"
3092,8704.21.90,US,Ford,F150,2019,3400,"Ford F-150 Double Cabin Pickup, 2019",39539.21,"October 2025"
3093,8704.21.90,US,Ford,F150,2010,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2010",11415.44,"October 2025"
3094,8704.21.90,US,Ford,F150,2011,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2011",12747.42,"October 2025"
3095,8704.21.90,US,Ford,F150,2012,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2012",14217.25,"October 2025"
3096,8704.21.90,US,Ford,F150,2013,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2013",17157.21,"October 2025"
3097,8704.21.90,US,Ford,F150,2014,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2014",20705.11,"October 2025"
3098,8704.21.90,US,Ford,F150,2015,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2015",24986.68,"October 2025"
3099,8704.21.90,US,Ford,F150,2016,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2016",29984.01,"October 2025"
3100,8704.21.90,US,Ford,F150,2017,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2017",36580.49,"October 2025"
3101,8704.21.90,US,Ford,F150,2018,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2018",38409.52,"October 2025"
3102,8704.21.90,US,Ford,F150,2019,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2019",40329.99,"October 2025"
3103,8704.21.90,US,Ford,F150,2020,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2020",42346.49,"October 2025"
3104,8704.21.90,US,Ford,F150,2021,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2021",44463.82,"October 2025"
3105,8704.21.90,US,Ford,F150,2022,3500,"Ford F-150 Eco Boast, Double Cabin Pickup, 2022",46687.01,"October 2025"
3106,8704.21.90,US,Ford,F150,2010,5400,"Ford F-150 Pickup Truck, 2010",16441.24,"October 2025"
3107,8704.21.90,US,Ford,F150,2010,4600,"Ford F-150 Pickup Truck, 2010",14797.11,"October 2025"
3108,8704.21.90,US,Ford,F150,2011,5400,"Ford F-150 Pickup Truck, 2011",18414.18,"October 2025"
3109,8704.21.90,US,Ford,F150,2011,4600,"Ford F-150 Pickup Truck, 2011",16572.77,"October 2025"
3110,8704.21.90,US,Ford,F150,2022,3500,"Ford F150, (Petrol), Double Cabin Pickup, 2022",37423.21,"October 2025"
3111,8704.21.90,US,Ford,F150,2023,3500,"Ford F150, (Petrol), Double Cabin Pickup, 2023",39756.67,"October 2025"
3112,8704.21.90,US,Ford,F150,2010,3700,"Ford F-150, Double Cabin Pickup, 2010",13384.79,"October 2025"
3113,8704.21.90,US,Ford,F150,2011,3700,"Ford F-150, Double Cabin Pickup, 2011",14928.11,"October 2025"
3114,8704.21.90,US,Ford,F150,2012,3700,"Ford F-150, Double Cabin Pickup, 2012",18015.07,"October 2025"
3115,8704.21.90,US,Ford,F150,2013,3700,"Ford F-150, Double Cabin Pickup, 2013",21740.36,"October 2025"
3116,8704.21.90,US,Ford,F150,2014,3700,"Ford F-150, Double Cabin Pickup, 2014",26236.01,"October 2025"
3117,8704.21.90,US,Ford,F150,2015,2700,"Ford F-150, Double Cabin Pickup, 2015",23487.48,"October 2025"
3118,8704.21.90,US,Ford,F150,2016,2700,"Ford F-150, Double Cabin Pickup, 2016",28184.97,"October 2025"
3119,8704.21.90,US,Ford,F150,2017,2700,"Ford F-150, Double Cabin Pickup, 2017",34385.66,"October 2025"
3120,8704.21.90,US,Ford,F150,2018,2700,"Ford F-150, Double Cabin Pickup, 2018",42294.37,"October 2025"
3121,8704.21.90,US,Ford,F150,2019,2700,"Ford F-150, Double Cabin Pickup, 2019",52445.01,"October 2025"
3122,8704.21.90,US,Ford,F150,2018,2700,"Ford F-150, Extended Cabin Pickup, 2WD, 2018",33578.0,"October 2025"
3123,8704.21.90,US,Ford,F150,2019,2700,"Ford F-150, Extended Cabin Pickup, 2WD, 2019",36105.38,"October 2025"
3124,8704.21.90,US,Ford,F250,2010,6400,"Ford F-250 Double Cabin, 2010",15870.01,"October 2025"
3125,8704.21.90,US,Ford,F250,2011,6200,"Ford F-250 Double Cabin, 2011",17850.52,"October 2025"
3126,8704.21.90,US,Ford,F250,2012,6200,"Ford F-250 Double Cabin, 2012",18575.57,"October 2025"
3127,8704.21.90,US,Ford,F250,2023,7300,"Ford F-250 XLT Double Cabin, 2023",40475.57,"October 2025"
3128,8704.21.90,US,Ford,F350,2010,3500,"Ford F-350 Pickup Truck, 2010",15891.0,"October 2025"
3129,8704.21.90,US,Ford,F350,2010,5400,"Ford F-350 Pickup Truck, 2010",16208.82,"October 2025"
3130,8704.21.90,US,Ford,F350,2010,6700,"Ford F-350 Pickup Truck, 2010",16596.11,"October 2025"
3131,8704.21.90,US,Ford,F350,2011,3500,"Ford F-350 Pickup Truck, 2011",17056.48,"October 2025"
3132,8704.21.90,US,Ford,F350,2011,5400,"Ford F-350 Pickup Truck, 2011",17397.61,"October 2025"
3133,8704.21.90,US,Ford,F350,2011,6700,"Ford F-350 Pickup Truck, 2011",17859.65,"October 2025"
3134,8704.21.90,US,Ford,F350,2012,3500,"Ford F-350 Pickup Truck, 2012",17539.44,"October 2025"
3135,8704.21.90,US,Ford,F350,2012,5400,"Ford F-350 Pickup Truck, 2012",17890.23,"October 2025"
